Name,Sys_name,Chromosome,ORF_Start,ORF_End,TSS_stein_Start,TSS_stein_End,TSS_park_Start,TSS_park_End,Prom_len
YOR352W,YOR352W,15,997213,998244,997138,998314,997138,998322,1000
SOG2,YOR353C,15,1000828,998453,1000874,998314,1000861,998312,154
MSC6,YOR354C,15,1003225,1001147,1003250,1001028,1003250,1001031,1000
GDS1,YOR355W,15,1005137,1006705,1004632,1006893,1004646,1006896,1000
YOR356W,YOR356W,15,1007221,1009116,1007194,1009230,1007143,1009232,301
SNX3,YOR357C,15,1009712,1009224,1009721,1009115,1009729,1009115,395
HAP5,YOR358W,15,1010161,1010889,1010116,1011183,1010125,1011169,395
VTS1,YOR359W,15,1011189,1012760,1011069,1012883,1011049,1013020,953
PDE2,YOR360C,15,1014821,1013241,1015053,1013139,1015053,1013118,172
PRT1,YOR361C,15,1017652,1015361,1017577,1015225,1017575,1015275,167
PRE10,YOR362C,15,1018746,1017880,1018785,1017744,1018800,1017697,1000
PIP2,YOR363C,15,1023212,1020222,1023468,1019904,1023511,1019881,11
YOR364W,YOR364W,15,1023371,1023739,NaN,NaN,NaN,NaN,NaN
YOR365C,YOR365C,15,1025572,1023461,NaN,NaN,NaN,1023269,NaN
YOR366W,YOR366W,15,1025256,1025609,1023479,1025642,NaN,NaN,11
SCP1,YOR367W,15,1026007,1026609,1025982,1026702,1025982,1026693,340
RAD17,YOR368W,15,1026843,1028048,1026812,1028173,1026812,1028176,110
RPS12,YOR369C,15,1028625,1028194,1028693,1028095,1028693,1028087,328
MRS6,YOR370C,15,1030994,1029183,1031327,1029021,1031334,1029025,78
GPB1,YOR371C,15,1034182,1031489,1034301,1031405,1034301,1031405,173
NDD1,YOR372C,15,1036471,1034807,1036519,1034474,1036563,1034474,254
NUD1,YOR373W,15,1036834,1039389,1036773,1039405,1036768,1039491,254
ALD4,YOR374W,15,1039840,1041399,1039792,1041541,1039780,1041517,387
GDH1,YOR375C,15,1043042,1041678,1043110,1041569,1043099,1041590,1000
YOR376W,YOR376W,15,1043191,1043559,NaN,NaN,NaN,NaN,NaN
ATF1,YOR377W,15,1046226,1047803,1046175,1048050,1046208,1048024,377
YOR378W,YOR378W,15,1049511,1051058,1049405,1051127,NaN,1051127,1000
YOR379C,YOR379C,15,1051064,1050726,NaN,NaN,NaN,NaN,NaN
RDR1,YOR380W,15,1051290,1052930,1051082,1052984,1051077,1053000,1000
FRE3,YOR381W,15,1055545,1057680,1055012,1057747,1055213,1057794,1000
FIT2,YOR382W,15,1059531,1059992,1059514,1060086,1059506,1060086,295
FIT3,YOR383C,15,1061055,1060441,1061102,1060241,1061102,1060288,343
FRE5,YOR384W,15,1061564,1063648,1061445,1064605,1061526,NaN,343
YOR385W,YOR385W,15,1065043,1065915,1065035,1066198,1065035,1066198,430
PHR1,YOR386W,15,1066839,1068536,1066821,1069621,1066825,1068761,623
YOR387C,YOR387C,15,1070241,1069621,NaN,NaN,1070908,NaN,NaN
FDH1,YOR388C,15,1072923,1071793,NaN,NaN,NaN,NaN,NaN
YOR389W,YOR389W,15,1074213,1076087,1074174,1076466,1074166,1076405,1000
YOR390W,YOR390W,15,1076784,1077911,NaN,NaN,1076737,1078053,NaN
HSP33,YOR391C,15,1079258,1078545,NaN,NaN,NaN,NaN,NaN
YOR392W,YOR392W,15,1079282,1079725,NaN,NaN,NaN,NaN,NaN
ERR1,YOR393W,15,1080276,1081589,NaN,NaN,NaN,NaN,NaN
PAU21,YOR394W,15,1082718,1083212,NaN,NaN,NaN,NaN,NaN
HAT1,YPL001W,16,554605,555729,554576,555783,554587,555783,229
SNF8,YPL002C,16,554328,553627,554347,553270,554359,553328,229
ULA1,YPL003W,16,552020,553408,552004,553429,552008,553420,321
LSP1,YPL004C,16,551657,550632,551683,550440,551694,550438,321
AEP3,YPL005W,16,548486,550306,548460,550412,548453,550420,248
NCR1,YPL006W,16,544631,548143,544583,548212,544589,548197,697
TFC8,YPL007C,16,543848,542082,543886,541984,543892,541984,697
CHL1,YPL008W,16,539385,541970,539149,542048,539139,542077,190
TAE2,YPL009C,16,538936,535820,538959,535620,538959,535551,190
RET3,YPL010W,16,535018,535587,534953,535723,534961,535796,202
TAF3,YPL011C,16,534703,533642,534751,533526,534759,533528,202
RRP12,YPL012W,16,529723,533409,529614,533534,529661,533536,237
MRPS16,YPL013C,16,529350,528985,529377,528975,529406,528811,237
CIP1,YPL014W,16,527547,528692,527518,528948,527529,528948,579
HST2,YPL015C,16,526883,525810,526939,525487,526939,525487,579
SWI1,YPL016W,16,521014,524958,520630,525006,520629,525066,260
IRC15,YPL017C,16,520233,518734,520370,518553,520224,NaN,260
CTF19,YPL018W,16,517651,518760,517638,519918,517624,NaN,485
VTC3,YPL019C,16,517018,514511,517153,514431,517153,514431,485
ULP1,YPL020C,16,514178,512313,514308,512233,514292,512223,123
ECM23,YPL021W,16,511101,511664,NaN,NaN,NaN,NaN,NaN
RAD1,YPL022W,16,506697,509999,506611,510210,506616,510210,168
MET12,YPL023C,16,506312,504339,506443,504204,506443,504141,168
RMI1,YPL024W,16,503517,504242,503440,504351,503331,504403,170
YPL025C,YPL025C,16,503030,502473,503270,502260,NaN,NaN,170
SKS1,YPL026C,16,502183,500675,502249,500426,502249,500421,11
SMA1,YPL027W,16,499665,500402,499594,500523,NaN,NaN,206
ERG10,YPL028W,16,498096,499292,498034,499388,498004,499392,248
SUV3,YPL029W,16,495506,497719,495487,497786,495460,497776,139
TRM44,YPL030W,16,493543,495246,493487,495348,493483,495353,414
PHO85,YPL031C,16,493037,492018,493073,491936,493073,491936,414
SVL3,YPL032C,16,491364,488887,491566,488528,491603,488528,370
SRL4,YPL033C,16,488207,487362,NaN,NaN,NaN,NaN,NaN
YPL034W,YPL034W,16,486712,487209,486378,487347,486378,487342,157
YPL035C,YPL035C,16,486911,486564,NaN,NaN,NaN,NaN,NaN
PMA2,YPL036W,16,482843,485686,482278,486221,482272,NaN,346
EGD1,YPL037C,16,481901,481428,481932,481376,481932,481376,346
MET31,YPL038W,16,480535,481068,480507,481180,480507,481180,194
YPL039W,YPL039W,16,479225,480175,479200,480313,479168,480312,150
ISM1,YPL040C,16,479001,475993,479050,476018,479022,475920,150
YPL041C,YPL041C,16,475741,475118,475767,474957,475741,474976,251
SSN3,YPL042C,16,474707,473040,474951,472932,474924,472932,6
NOP4,YPL043W,16,469939,471996,469882,472092,469882,472109,1000
YPL044C,YPL044C,16,470474,469926,NaN,NaN,NaN,NaN,NaN
VPS16,YPL045W,16,467260,469656,467145,469895,467157,469873,154
ELC1,YPL046C,16,466943,466644,466991,466425,467011,466530,154
SGF11,YPL047W,16,465962,466261,465884,466619,465884,466619,116
CAM1,YPL048W,16,464401,465648,464365,465768,464356,465768,472
DIG1,YPL049C,16,463839,462481,463893,462293,463909,462308,472
MNN9,YPL050C,16,461966,460779,462160,460620,462150,460620,133
ARL3,YPL051W,16,459963,460559,459928,460726,459938,460739,61
OAZ1,YPL052W,16,458799,459678,458742,459867,458742,459875,212
KTR6,YPL053C,16,458458,457118,458530,457014,458530,457014,212
LEE1,YPL054W,16,455759,456664,455614,457022,455657,456769,614
LGE1,YPL055C,16,454990,453992,455000,453915,454990,453915,614
LCL1,YPL056C,16,453735,453430,454990,453208,453809,453113,10
SUR1,YPL057C,16,453057,451909,453237,451463,453227,NaN,678
PDR12,YPL058C,16,450377,445842,450802,445178,450664,445612,661
GRX5,YPL059W,16,444579,445031,444525,445177,444525,445203,1000
MFM1,YPL060W,16,434523,435764,434284,435817,434468,435824,72
ALD6,YPL061W,16,432588,434090,432544,434212,432541,434212,1000
YPL062W,YPL062W,16,431895,432299,NaN,NaN,NaN,NaN,NaN
TIM50,YPL063W,16,429939,431369,429815,431440,429815,431440,190
CWC27,YPL064C,16,429616,428711,429625,428649,429647,428654,190
VPS28,YPL065W,16,427927,428655,427910,428717,427927,428712,132
YPL066W,YPL066W,16,426233,427672,426062,427778,425808,427766,158
YPL067C,YPL067C,16,425847,425251,425904,425162,425904,425163,158
YPL068C,YPL068C,16,425096,424215,425136,424150,425135,424150,26
BTS1,YPL069C,16,423892,422885,423932,422740,423918,422699,218
MUK1,YPL070W,16,420948,422786,420741,422939,420741,422989,177
YPL071C,YPL071C,16,420518,420048,420564,419960,420564,419960,177
UBP16,YPL072W,16,418512,420011,418329,420057,418322,420059,170
YPL073C,YPL073C,16,418984,418499,NaN,NaN,NaN,NaN,NaN
YTA6,YPL074W,16,415763,418027,415743,418159,415734,418165,160
GCR1,YPL075W,16,412254,415362,412176,415583,412181,415580,124
GPI2,YPL076W,16,410443,411285,410297,412052,410297,411456,181
YPL077C,YPL077C,16,410090,409368,410116,409016,410118,409018,181
ATP4,YPL078C,16,408744,408010,408799,407758,408801,407752,217
RPL21B,YPL079W,16,406636,407539,406610,407649,406601,407644,394
YPL080C,YPL080C,16,406498,406172,NaN,NaN,NaN,NaN,NaN
RPS9A,YPL081W,16,404950,406044,404918,406216,404909,406216,492
MOT1,YPL082C,16,404083,398480,404426,398338,404223,398347,492
SEN54,YPL083C,16,398105,396702,398183,396562,398160,396562,155
BRO1,YPL084W,16,394038,396572,393990,396722,393981,396722,368
SEC16,YPL085W,16,387067,393654,386886,393622,386889,393747,400
ELP3,YPL086C,16,386446,384773,386486,384654,386475,384654,400
YDC1,YPL087W,16,383455,384408,383368,384554,383323,384514,288
YPL088W,YPL088W,16,381965,382993,381926,383080,381877,383077,510
RLM1,YPL089C,16,381150,379120,381416,378992,381414,378992,510
RPS6A,YPL090C,16,378395,377291,378426,377149,378468,377128,566
GLR1,YPL091W,16,375502,376953,375482,377063,375476,377063,214
SSU1,YPL092W,16,373793,375169,373661,375268,373649,375268,503
NOG1,YPL093W,16,370978,372921,370925,373158,370933,373158,244
SEC62,YPL094C,16,370663,369839,370681,369774,370685,369776,244
EEB1,YPL095C,16,369441,368071,369474,368018,369481,368017,300
PNG1,YPL096W,16,366927,368018,366905,368080,366911,368080,123
MSY1,YPL097W,16,364952,366430,364930,366543,364927,366522,146
MGR2,YPL098C,16,364727,364386,364784,364216,364784,364236,146
AIM43,YPL099C,16,364068,363520,364088,363331,NaN,363182,128
ATG21,YPL100W,16,361872,363362,361819,363408,361795,363408,116
ELP4,YPL101W,16,360209,361579,360170,361703,360170,361707,745
YPL102C,YPL102C,16,360305,360003,NaN,NaN,NaN,NaN,NaN
FMP30,YPL103C,16,359406,358000,359425,357718,359442,357666,745
MSD1,YPL104W,16,355700,357676,355659,357812,355646,357925,224
SYH1,YPL105C,16,355412,352863,355435,352703,355426,352750,224
SSE1,YPL106C,16,352275,350194,352316,350041,352320,350053,387
YPL107W,YPL107W,16,349119,349865,349065,349965,349069,349965,1000
YPL108W,YPL108W,16,348446,348952,NaN,NaN,348457,349061,NaN
YPL109C,YPL109C,16,347389,345264,347466,345185,347466,345255,1000
GDE1,YPL110C,16,344739,341068,344926,341070,345097,340989,259
CAR1,YPL111W,16,339944,340945,339898,341056,339898,341022,1000
PEX25,YPL112C,16,338620,337436,338683,337370,338670,337370,1000
YPL113C,YPL113C,16,337143,335953,337175,335859,337158,335859,195
YPL114W,YPL114W,16,335948,336367,335892,337452,NaN,NaN,33
BEM3,YPL115C,16,335486,332100,335718,331830,335708,331836,141
HOS3,YPL116W,16,329606,331699,329432,331840,329409,331835,595
IDI1,YPL117C,16,328730,327864,328837,327809,328847,327682,595
MRP51,YPL118W,16,326628,327662,326542,327748,326542,327767,212
DBP1,YPL119C,16,326264,324411,326330,323982,326349,324330,212
VPS30,YPL120W,16,322071,323744,322055,323844,322055,324083,1000
MEI5,YPL121C,16,321630,320962,NaN,NaN,321813,NaN,NaN
TFB2,YPL122C,16,320767,319226,320793,319150,320793,319127,1000
RNY1,YPL123C,16,318945,317641,319005,317500,318953,317500,145
SPC29,YPL124W,16,316755,317516,316724,317584,316724,317584,178
KAP120,YPL125W,16,313388,316486,313242,316546,313229,316558,240
NAN1,YPL126W,16,310210,312900,310170,313002,310153,313010,543
HHO1,YPL127C,16,309604,308828,309627,308688,309627,308688,543
TBF1,YPL128C,16,308221,306533,308290,306255,308290,306255,398
TAF14,YPL129W,16,305298,306137,305241,306243,305241,306207,1000
SPO19,YPL130W,16,304387,305058,NaN,NaN,NaN,305311,NaN
RPL5,YPL131W,16,303121,304014,303102,304109,303102,304113,406
COX11,YPL132W,16,301716,302618,301580,302696,301542,302726,231
RDS2,YPL133C,16,301228,299888,301349,299742,301358,299842,231
ODC1,YPL134C,16,299503,298571,299532,298464,299523,298473,210
ISU1,YPL135W,16,297553,298050,297464,298415,297489,298401,780
YPL136W,YPL136W,16,296286,296654,NaN,NaN,NaN,NaN,NaN
GIP3,YPL137C,16,296647,292817,296684,292651,296897,292651,780
SPP1,YPL138C,16,292427,291366,292455,291239,292449,291244,196
UME1,YPL139C,16,291051,289669,291107,289578,291107,289578,132
MKK2,YPL140C,16,289034,287514,289253,287324,289262,287331,325
FRK1,YPL141C,16,286061,283464,286318,283350,286289,283232,1000
YPL142C,YPL142C,16,283003,282686,NaN,NaN,NaN,NaN,NaN
RPL33A,YPL143W,16,282122,282970,282093,283106,282091,283019,1000
POC4,YPL144W,16,280480,280926,280467,281055,280454,281062,512
KES1,YPL145C,16,279699,278395,279955,277909,279955,NaN,512
NOP53,YPL146C,16,277529,276162,277565,276019,277549,276019,344
PXA1,YPL147W,16,273255,275867,273170,275980,NaN,275973,229
PPT2,YPL148C,16,272815,272294,272941,272112,272952,NaN,229
ATG5,YPL149W,16,271310,272194,271236,272227,271250,272204,290
YPL150W,YPL150W,16,268188,270893,267786,270946,267766,271072,222
PRP46,YPL151C,16,267535,266180,267564,266099,267567,266099,222
RRD2,YPL152W,16,265028,266104,264966,266229,264948,266198,634
RAD53,YPL153C,16,264192,261727,264332,261547,264358,261541,634
PEP4,YPL154C,16,260931,259714,261198,259588,261194,259622,349
KIP2,YPL155C,16,259336,257216,259377,256797,259416,NaN,211
PRM4,YPL156C,16,256767,255913,256827,255784,256827,255745,1000
TGS1,YPL157W,16,254814,255761,254706,256162,254694,255877,326
AIM44,YPL158C,16,254310,252034,254380,251979,254380,251979,326
PET20,YPL159C,16,251668,250907,251761,250601,251786,250715,218
CDC60,YPL160W,16,246990,250262,246927,250433,246923,250433,649
BEM4,YPL161C,16,246220,244319,246278,244286,246287,244206,649
YPL162C,YPL162C,16,244027,243206,244085,242325,244082,NaN,201
SVS1,YPL163C,16,242700,241918,242723,241715,242723,241763,1000
MLH3,YPL164C,16,241497,239350,NaN,NaN,241548,239082,NaN
SET6,YPL165C,16,239077,237956,NaN,NaN,239192,NaN,NaN
ATG29,YPL166W,16,237338,237979,237297,239106,237270,NaN,147
REV3,YPL167C,16,237107,232593,237150,232526,237157,232492,147
YPL168W,YPL168W,16,231217,232509,231072,232573,231072,232565,198
MEX67,YPL169C,16,230838,229039,230874,228838,230860,228860,198
DAP1,YPL170W,16,228314,228772,228257,228937,228284,228974,879
OYE3,YPL171C,16,227371,226169,227378,226055,NaN,226032,879
COX10,YPL172C,16,225741,224353,225850,224214,225844,224214,205
MRPL40,YPL173W,16,223143,224036,223097,224191,223077,224199,189
NIP100,YPL174C,16,222773,220167,222908,220094,222906,220071,189
SPT14,YPL175W,16,218630,220088,218574,220200,218587,220200,184
TRE1,YPL176C,16,218363,216012,218390,215875,218394,215871,184
CUP9,YPL177C,16,213962,213042,214044,212925,214087,212932,1000
CBC2,YPL178W,16,212158,212784,212110,212901,212098,212893,1000
PPQ1,YPL179W,16,208157,209806,207995,210062,207988,210026,146
TCO89,YPL180W,16,205248,207647,205202,207849,205231,207849,153
CTI6,YPL181W,16,203421,204941,203296,205049,203174,205064,726
YPL182C,YPL182C,16,203689,203306,NaN,NaN,NaN,NaN,NaN
RTT10,YPL183C,16,202536,199495,202570,199407,202547,199416,726
MRN1,YPL184C,16,197788,195950,198460,195834,198461,195883,551
YPL185W,YPL185W,16,195253,195648,NaN,NaN,NaN,NaN,NaN
UIP4,YPL186C,16,195426,194512,195678,194270,NaN,194258,156
MF(ALPHA)1,YPL187W,16,193648,194145,193682,194146,193656,NaN,908
POS5,YPL188W,16,191406,192650,191390,192774,191390,192909,285
GUP2,YPL189W,16,189154,190983,189032,191105,189023,191095,428
NAB3,YPL190C,16,187725,185317,187819,184909,187841,185053,252
YPL191C,YPL191C,16,184679,183597,184732,183062,184724,183546,177
PRM3,YPL192C,16,183056,182655,NaN,NaN,183279,NaN,NaN
RSA1,YPL193W,16,181403,182548,181364,183168,181396,182633,26
DDC1,YPL194W,16,179277,181115,179252,181338,179252,181330,129
APL5,YPL195W,16,176223,179021,176210,179123,176193,179108,288
OXR1,YPL196W,16,175043,175864,175003,175922,174971,175924,208
YPL197C,YPL197C,16,174756,174343,NaN,NaN,NaN,NaN,NaN
RPL7B,YPL198W,16,173152,174702,173125,174795,173101,174795,99
YPL199C,YPL199C,16,172755,172033,172767,171968,172767,171964,259
CSM4,YPL200W,16,171484,171954,171234,173026,NaN,NaN,44
YIG1,YPL201C,16,171155,169770,171190,169694,171004,169721,44
AFT2,YPL202C,16,169338,168088,169431,167705,169419,168012,263
TPK2,YPL203W,16,166256,167398,166094,167648,166094,167638,200
HRR25,YPL204W,16,164276,165760,164082,165894,164090,165894,460
YPL205C,YPL205C,16,164266,163922,NaN,NaN,NaN,NaN,NaN
PGC1,YPL206C,16,163597,162632,163622,162529,163663,162544,460
TYW1,YPL207W,16,159909,162341,159850,162418,159832,162433,185
RKM1,YPL208W,16,157842,159593,157828,159665,157828,159662,153
IPL1,YPL209C,16,157593,156490,157675,156387,157660,156391,153
SRP72,YPL210C,16,156212,154290,156237,154205,156231,154205,150
NIP7,YPL211W,16,153495,154040,153466,154220,153453,154167,287
PUS1,YPL212C,16,153149,151515,153179,151342,153200,151362,287
LEA1,YPL213W,16,150614,151330,150578,151457,150578,151361,286
THI6,YPL214C,16,150191,148569,150292,148507,150300,148473,286
CBP3,YPL215W,16,147416,148423,147387,148594,147387,148584,225
YPL216W,YPL216W,16,143821,147129,143410,147162,143412,147324,188
BMS1,YPL217C,16,143171,139620,143222,139630,143215,139521,188
SAR1,YPL218W,16,138698,139409,138636,139472,138636,139472,312
PCL8,YPL219W,16,136750,138228,136708,138324,136655,138319,177
RPL1A,YPL220W,16,135790,136443,135778,136531,135778,136531,178
FLC1,YPL221W,16,133043,135424,132812,135600,132807,135601,494
FMP40,YPL222W,16,130162,132228,130050,132318,130039,132302,820
GRE1,YPL223C,16,129138,128632,129230,128590,129182,128418,820
MMT2,YPL224C,16,128088,126634,128104,126440,128088,126438,486
YPL225W,YPL225W,16,126006,126446,125984,126580,125958,126573,375
NEW1,YPL226W,16,121767,125357,121738,125609,121741,125609,438
ALG5,YPL227C,16,121167,120163,121300,120071,121292,120145,438
CET1,YPL228W,16,118382,120031,118239,120232,118251,120183,285
YPL229W,YPL229W,16,117067,117687,117037,117954,117047,117949,468
USV1,YPL230W,16,115312,116487,115069,116569,115821,116593,700
FAS2,YPL231W,16,108652,114315,108585,114369,108615,114400,359
SSO1,YPL232W,16,107275,108147,107112,108226,106978,108229,993
NSL1,YPL233W,16,106172,106822,106119,108226,106107,106862,624
VMA11,YPL234C,16,105440,104946,105495,104805,105495,104828,624
RVB2,YPL235W,16,103232,104647,103155,104716,103136,104716,382
YPL236C,YPL236C,16,102702,101608,102773,101358,102971,101467,382
SUI3,YPL237W,16,100496,101353,100453,101465,100453,101465,196
YPL238C,YPL238C,16,100863,100474,NaN,NaN,NaN,NaN,NaN
YAR1,YPL239W,16,99484,100086,99406,100257,99406,100252,732
HSP82,YPL240C,16,98625,96496,98674,96397,98681,96377,732
CIN2,YPL241C,16,96258,95372,96266,95292,96266,95300,131
IQG1,YPL242C,16,95109,90622,95173,90493,95171,90471,119
SRP68,YPL243W,16,88517,90316,88431,90384,88427,90384,374
HUT1,YPL244C,16,88033,87014,88057,86933,88055,86917,374
YPL245W,YPL245W,16,85586,86950,85556,87007,85528,87010,219
RBD2,YPL246C,16,85297,84509,85337,84410,85337,84404,219
YPL247C,YPL247C,16,84196,82625,84317,82549,84293,82509,93
GAL4,YPL248C,16,82356,79711,82396,79528,NaN,79549,153
GYP5,YPL249C,16,79353,76669,79393,76604,79380,76619,135
ICY2,YPL250C,16,74719,74309,74786,74131,74861,74120,766
YPL251W,YPL251W,16,73625,73927,NaN,NaN,NaN,NaN,NaN
YAH1,YPL252C,16,73881,73363,73925,73234,73925,73261,206
VIK1,YPL253C,16,73006,71063,73055,70968,73047,70970,179
HFI1,YPL254W,16,69485,70951,69249,71018,69244,71020,134
BBP1,YPL255W,16,67725,68882,67673,69115,67703,69112,884
CLN2,YPL256C,16,66614,64977,66789,64791,66789,64747,884
YPL257W,YPL257W,16,63279,63860,63235,64647,63212,NaN,1000
THI21,YPL258C,16,55153,53498,55762,53421,55436,53396,1000
APM1,YPL259C,16,52671,51244,52689,51036,52684,51042,732
YPL260W,YPL260W,16,49303,50958,49207,51137,49213,51139,361
YPL261C,YPL261C,16,49304,48996,NaN,NaN,NaN,NaN,NaN
FUM1,YPL262W,16,47336,48802,47330,48846,47372,48843,805
KEL3,YPL263C,16,46506,44551,46525,44509,46528,44473,805
YPL264C,YPL264C,16,44344,43283,44366,43020,NaN,43031,143
DIP5,YPL265W,16,41043,42869,40930,43148,40947,43184,786
DIM1,YPL266W,16,39121,40077,39065,40144,39074,40150,203
ACM1,YPL267W,16,38169,38798,38154,38862,38154,38865,252
PLC1,YPL268W,16,35236,37845,35205,37902,35180,37890,117
KAR9,YPL269W,16,33013,34947,33004,35088,33013,35093,102
MDL2,YPL270W,16,30482,32803,30459,32902,30459,32902,71
ATP15,YPL271W,16,30079,30267,30052,30388,30058,30384,231
YPL272C,YPL272C,16,28164,26611,29821,26581,NaN,26547,231
SAM4,YPL273W,16,25087,26064,25014,26167,25014,26167,269
SAM3,YPL274W,16,22938,24701,22886,24745,22886,24763,1000
FDH2,YPL275W,16,18369,19079,NaN,NaN,NaN,NaN,NaN
YPL276W,YPL276W,16,17948,18385,NaN,NaN,NaN,NaN,NaN
YPL277C,YPL277C,16,16868,15405,NaN,NaN,NaN,NaN,NaN
YPL278C,YPL278C,16,15355,15053,NaN,NaN,NaN,14809,NaN
YPL279C,YPL279C,16,14355,13228,NaN,NaN,14394,12961,NaN
HSP32,YPL280W,16,11887,12600,NaN,NaN,NaN,NaN,NaN
ERR2,YPL281C,16,10870,9557,NaN,NaN,NaN,NaN,NaN
PAU22,YPL282C,16,8427,7933,NaN,NaN,NaN,NaN,NaN
YRF1-7,YPL283C,16,6007,280,NaN,NaN,6082,NaN,NaN
CIT3,YPR001W,16,556377,557837,556282,557959,NaN,557986,499
PDH1,YPR002W,16,558385,559935,558374,560134,558279,560126,415
YPR003C,YPR003C,16,563768,561504,563820,561297,563814,561324,131
AIM45,YPR004C,16,565041,564007,565056,563951,565055,563966,397
HAL1,YPR005C,16,566671,565787,566882,565453,566924,565441,1000
ICL2,YPR006C,16,568996,567269,569074,567954,NaN,567196,1000
REC8,YPR007C,16,571378,569336,570642,569074,NaN,569116,1000
HAA1,YPR008W,16,573018,575102,572701,575220,NaN,575213,1000
SUT2,YPR009W,16,576552,577358,576458,577440,576458,577426,1000
RPA135,YPR010C,16,581196,577585,581238,577437,581241,577419,994
YPR011C,YPR011C,16,584042,583062,584139,582857,584145,582757,237
YPR012W,YPR012W,16,584309,584563,NaN,NaN,NaN,NaN,NaN
YPR013C,YPR013C,16,585585,584632,586070,584376,585727,584527,1000
YPR014C,YPR014C,16,587518,587189,NaN,NaN,NaN,NaN,NaN
YPR015C,YPR015C,16,591026,590283,591114,590226,591112,590135,1000
TIF6,YPR016C,16,593069,592332,593164,592183,593161,592127,67
DSS4,YPR017C,16,593917,593486,593927,593231,593927,593324,459
RLF2,YPR018W,16,594476,596296,594386,596431,594340,596431,459
MCM4,YPR019W,16,596750,599551,596674,599659,596623,599732,243
ATP20,YPR020W,16,599870,600217,599821,600327,599821,600321,162
AGC1,YPR021C,16,603357,600649,603586,600642,603567,600579,161
YPR022C,YPR022C,16,607312,603911,607349,603747,607399,603747,1000
EAF3,YPR023C,16,610031,608826,610071,608710,610071,608739,240
YME1,YPR024W,16,610481,612724,610311,613212,610306,612804,240
CCL1,YPR025C,16,614558,613377,614578,613240,614556,613248,220
ATH1,YPR026W,16,615379,619014,614798,619102,NaN,619114,220
YPR027C,YPR027C,16,621258,620425,NaN,NaN,621418,NaN,NaN
YOP1,YPR028W,16,623527,624202,623480,624351,623496,624341,1000
APL4,YPR029C,16,626967,624469,627011,624244,627004,624268,1000
CSR2,YPR030W,16,627880,631245,629238,631342,NaN,631343,1000
NTO1,YPR031W,16,631515,633761,631486,633836,631489,633888,144
SRO7,YPR032W,16,634123,637224,634073,637327,634073,637327,237
HTS1,YPR033C,16,639019,637379,639020,637262,639005,637306,440
ARP7,YPR034W,16,639525,640958,639460,641207,639465,641207,440
GLN1,YPR035W,16,642208,643320,642091,643471,642091,643538,884
VMA13,YPR036W,16,643836,645272,643789,645362,643780,645362,318
ERV2,YPR037C,16,647038,646448,647085,646323,647088,646369,200
IRC16,YPR038W,16,646836,647195,NaN,NaN,NaN,NaN,NaN
YPR039W,YPR039W,16,647012,647347,NaN,NaN,NaN,NaN,NaN
TIP41,YPR040W,16,647305,648375,647285,648447,647264,648460,200
TIF5,YPR041W,16,648704,649921,648597,650075,648613,650075,150
PUF2,YPR042C,16,653662,650435,653802,649994,653786,650098,333
RPL43A,YPR043W,16,654166,654847,654135,654920,654153,654920,333
OPI11,YPR044C,16,654877,654524,NaN,NaN,NaN,NaN,NaN
THP3,YPR045C,16,656552,655140,656610,655033,656610,655029,179
MCM16,YPR046W,16,656799,657344,656789,657420,656735,657399,179
MSF1,YPR047W,16,657529,658938,657469,659042,657513,659042,49
TAH18,YPR048W,16,659182,661053,659158,661120,659158,661128,116
ATG11,YPR049C,16,664673,661137,664721,661053,664740,661052,212
YPR050C,YPR050C,16,665366,664953,NaN,NaN,NaN,NaN,NaN
MAK3,YPR051W,16,664960,665490,664933,665598,664930,665598,212
NHP6A,YPR052C,16,665974,665693,665999,665505,666002,665508,1000
YPR053C,YPR053C,16,666243,665788,667319,665573,NaN,NaN,176
SMK1,YPR054W,16,666280,667446,665584,667495,666210,667507,11
SEC8,YPR055W,16,667676,670873,667629,670936,667629,670939,134
TFB4,YPR056W,16,671126,672142,671103,672342,671103,672342,167
BRR1,YPR057W,16,672471,673496,672466,673552,672490,673552,124
YMC1,YPR058W,16,673751,674674,673730,674757,673667,674757,178
YPR059C,YPR059C,16,674700,674314,NaN,NaN,NaN,NaN,NaN
ARO7,YPR060C,16,675631,674861,675690,674715,675706,674729,161
JID1,YPR061C,16,676882,675977,676915,675851,676929,675897,221
FCY1,YPR062W,16,677165,677641,677136,677743,677158,677756,221
YPR063C,YPR063C,16,678320,677812,678371,677619,678387,677603,1000
YPR064W,YPR064W,16,678951,679370,677136,679444,NaN,NaN,221
ROX1,YPR065W,16,679693,680799,679637,680983,679603,681155,193
UBA3,YPR066W,16,681213,682112,681206,682876,681209,NaN,223
ISA2,YPR067W,16,682220,682777,682174,682876,682174,682951,968
HOS1,YPR068C,16,684353,682941,684370,682900,684403,682900,122
SPE3,YPR069C,16,685437,684556,685479,684492,685495,684498,378
MED1,YPR070W,16,685898,687598,685857,687944,685856,687943,378
YPR071W,YPR071W,16,688172,688807,688145,689303,688160,NaN,201
NOT5,YPR072W,16,690107,691789,690006,691870,690006,691897,703
LTP1,YPR073C,16,692418,691933,692480,691694,692480,691694,181
TKL1,YPR074C,16,694838,692796,694903,692661,694903,692672,795
OPY2,YPR075C,16,696819,695737,696874,695698,696869,695617,1000
YPR076W,YPR076W,16,696476,696850,NaN,NaN,NaN,NaN,NaN
